#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2026-04-16-04-14-46
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1776310408.909472	CMxta11XuyaEBXXWkk	103.98.152.107	40634	45.252.250.189	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-561061864.209516	0
1776310408.910682	CMxta11XuyaEBXXWkk	103.98.152.107	40634	45.252.250.189	123	4	4	3	1024.000000	0.000000	0.038162	0.026093	103.184.124.254	1776310104.323491	-561061864.209516	1776310408.903432	1776310408.903463	0
1776310553.251419	CfBImF3EArvkfjpkt	103.98.152.107	46365	91.189.91.157	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1528553365.277199	0
1776310553.525583	CfBImF3EArvkfjpkt	103.98.152.107	46365	91.189.91.157	123	4	4	2	1024.000000	0.000000	0.042953	0.001785	132.163.96.1	1776309341.840336	1528553365.277199	1776310553.366138	1776310553.366217	0
1776310725.099286	CcBsCA204RJewMzeTi	103.98.152.129	58902	185.125.190.57	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	224431659.019566	0
1776310725.299797	CcBsCA204RJewMzeTi	103.98.152.129	58902	185.125.190.57	123	4	4	2	1.000000	0.000000	0.005478	0.000427	99.220.8.133	1776310550.155072	224431659.019566	1776310725.199107	1776310725.200225	0
1776310781.660315	CMwKkD3wGw8x7pLPk8	103.98.152.144	58614	185.125.190.57	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1776310781.153171	0
1776310781.877563	CMwKkD3wGw8x7pLPk8	103.98.152.144	58614	185.125.190.57	123	4	4	2	1.000000	0.000000	0.005478	0.000473	99.220.8.133	1776310550.155072	1776310781.153171	1776310781.760767	1776310781.760792	0
1776310818.188989	CalqqhBPCDy0BYeLk	103.98.152.106	36581	103.9.156.236	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	-1269214491.293475	0
1776310851.311380	CSutg03UeXB9qOYHuc	103.98.152.173	49139	185.125.190.57	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1776310851.070144	0
1776310851.524828	CSutg03UeXB9qOYHuc	103.98.152.173	49139	185.125.190.57	123	4	4	2	1.000000	0.000000	0.005478	0.000549	99.220.8.133	1776310550.155072	1776310851.070144	1776310851.408815	1776310851.409079	0
1776310895.872369	CltGTy44Z8x3tEcNja	103.98.152.107	54904	185.125.190.57	123	4	3	0	1024.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1199644525.068078	0
1776310896.089223	CltGTy44Z8x3tEcNja	103.98.152.107	54904	185.125.190.57	123	4	4	2	1024.000000	0.000000	0.005478	0.000595	99.220.8.133	1776310550.155072	1199644525.068078	1776310895.971892	1776310895.971976	0
1776310896.266509	CMftjm2oZ9pO4x6Qfg	103.98.152.208	54946	185.125.190.58	123	4	3	0	1.000000	1.000000	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1776310896.059551	0
1776310896.465783	CMftjm2oZ9pO4x6Qfg	103.98.152.208	54946	185.125.190.58	123	4	4	2	1.000000	0.000000	0.005478	0.000198	99.220.8.133	1776310862.798137	1776310896.059551	1776310896.363369	1776310896.363384	0
1776310913.807004	C0XroB3yGbxaHItUK2	103.98.152.192	123	17.253.84.253	123	4	3	9	1024.000000	0.000000	0.000000	0.025650	127.127.1.0	1776310857.800212	1775596497.814767	1775596497.829078	1776310913.800227	0
1776310915.935206	C7hb4f4z0IrUvGHyw8	103.98.152.107	58706	103.221.223.143	123	4	3	0	512.000000	4.294967296e+09	0.000000	0.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1369111237.082543	0
