#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2026-04-16-04-13-58
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	pkts_filtered	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1776309238.012992	zeek	245	1	1292	0	21	0.033980	-	565	16	0	1	0	0	1	0	55	46	0	0	0	0	0	0	0	0
1776309538.014481	zeek	332	1037364	935062031	0	1037294	0.005028	-	215592	215586	9446	50	85	18330	1003	570	353331	20867	1589	5	10	0	223607	0	0	0
1776309838.014504	zeek	354	1022114	918627553	0	1022257	0.005039	-	324068	324067	9010	81	40	22676	586	112	583847	29630	4147	6	4	0	427132	0	0	0
1776310138.015519	zeek	354	945513	871213736	0	945380	0.007893	-	205403	205403	9098	55	37	13242	557	119	545166	27282	1632	8	6	0	740219	0	0	0
1776310438.015804	zeek	354	1100294	1061413748	0	1100288	0.003747	-	204484	204483	9018	70	36	13339	631	99	545344	27161	1302	12	5	0	265510	0	0	0
1776310738.016433	zeek	354	1060799	936799225	0	1060797	0.003117	-	205609	205611	8949	101	35	13108	838	102	542337	27101	1445	8	6	0	485133	0	0	0
1776311038.016886	zeek	354	823484	684685358	0	823489	0.002933	-	220031	220032	8800	57	37	13503	672	122	537117	26607	1437	9	4	0	467309	0	0	0
1776311338.018138	zeek	354	446916	339025943	0	446900	0.005343	-	205417	205417	8848	67	41	13021	550	112	532481	26598	1721	8	8	0	195953	0	0	0
1776311638.020546	zeek	354	631420	490697853	0	631423	0.002994	-	183167	183164	9002	61	33	12630	469	98	534756	27064	1516	10	6	0	357849	0	0	0
